Id,loan_date,loan_duration,loan_payments,Predicted,account_district_code,account_frequency,account_date,account_district_name,account_district_region,account_district_no_inhabitants,account_district_no_municipalities_0_499,account_district_no_municipalities_500_1999,account_district_no_municipalities_2000_9999,account_district_no_municipalities_10000_plus,account_district_no_cities,account_district_ratio_urban_inhabitants,account_district_average_salary,account_district_unemployment_rate_95,account_district_unemployment_rate_96,account_district_no_enterpreneurs_per_1000_inhabitants,account_district_no_crimes_95,account_district_no_crimes_96,owner_district_code,owner_card_type,owner_card_issued,owner_district_name,owner_district_region,owner_district_no_inhabitants,owner_district_no_municipalities_0_499,owner_district_no_municipalities_500_1999,owner_district_no_municipalities_2000_9999,owner_district_no_municipalities_10000_plus,owner_district_no_cities,owner_district_ratio_urban_inhabitants,owner_district_average_salary,owner_district_unemployment_rate_95,owner_district_unemployment_rate_96,owner_district_no_enterpreneurs_per_1000_inhabitants,owner_district_no_crimes_95,owner_district_no_crimes_96,disponent_district_code,disponent_district_name,disponent_district_region,disponent_district_no_inhabitants,disponent_district_no_municipalities_0_499,disponent_district_no_municipalities_500_1999,disponent_district_no_municipalities_2000_9999,disponent_district_no_municipalities_10000_plus,disponent_district_no_cities,disponent_district_ratio_urban_inhabitants,disponent_district_average_salary,disponent_district_unemployment_rate_95,disponent_district_unemployment_rate_96,disponent_district_no_enterpreneurs_per_1000_inhabitants,disponent_district_no_crimes_95,disponent_district_no_crimes_96,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_birthdate,disponent_male,disponent_birthdate
6552,980108,48,3551,1,68,monthly issuance,960922,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68,no card,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68.0,Frydek - Mistek,north Moravia,228848.0,15.0,40.0,18.0,2.0,6.0,57.2,9893.0,4.09,4.72,96.0,5623,5887.0,32,53,17,43,0,0,10,15,10,11,0,0,0,41656.1,39297.335294117656,8292.202352941178,11663.95625,6256.426415094339,490.0705882352939,0,431011,1.0,420505.0
7067,980111,24,5682,1,22,monthly issuance,970426,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,22,no card,,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,,,,,,,,,,,,,,,,,25,34,17,27,0,0,7,8,7,6,0,0,0,51899.0,60593.8406779661,15067.189830508474,18817.264000000003,12309.782352941178,879.6440677966102,1,690704,,
5320,980111,36,3991,1,55,weekly issuance,961021,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,55,no card,,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,,,,,,,,,,,,,,,,,27,45,13,23,0,0,22,14,7,7,0,0,0,16473.5,28370.441666666666,5917.831944444445,8195.514814814816,4551.222222222223,228.8041666666666,1,521212,,
5930,980112,24,2779,1,1,monthly issuance,970924,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,10,6,7,5,0,0,1,3,1,1,0,0,0,67420.5,58360.68125000001,10860.60625,12059.509999999998,8862.433333333332,4213.78125,1,760101,,
6486,980115,60,2536,1,17,monthly issuance,960423,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,17,no card,,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,17.0,Pelhrimov,south Bohemia,74062.0,99.0,15.0,4.0,2.0,7.0,61.4,8114.0,2.38,2.62,119.0,1003,1181.0,45,76,4,60,0,21,16,20,16,16,0,0,0,19986.6,28077.731404958682,5783.188429752066,7997.248888888889,4472.231578947368,165.17851239669392,0,480411,1.0,480710.0
5245,980117,24,5228,1,19,issuance after transaction,970411,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,no card,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19.0,Prachatice,south Bohemia,51428.0,50.0,11.0,3.0,1.0,4.0,52.7,8402.0,3.13,3.98,120.0,999,1099.0,32,45,23,37,0,0,8,9,8,8,0,0,0,50852.2,71376.04415584417,15077.016883116883,18798.165625,12430.866666666667,547.4324675324677,0,460701,1.0,440719.0
6643,980118,24,1494,1,47,monthly issuance,960817,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,47,no card,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,,,,,,,,,,,,,,,,,35,60,19,48,0,0,12,16,12,12,0,0,0,77333.8,55660.65578947369,7941.095789473684,11881.968571428572,5642.253333333332,814.0389473684208,0,670719,,
5260,980119,36,3425,1,41,weekly issuance,960703,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,41,classic,970622.0,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,,,,,,,,,,,,,,,,,40,50,26,48,2,0,0,14,0,10,0,0,0,49599.2,55026.619999999995,13272.657777777777,15551.73,11449.4,551.1022222222222,0,450317,,
5569,980120,60,8400,1,3,monthly issuance,960327,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,3,no card,,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,,,,,,,,,,,,,,,,,61,63,40,45,0,0,18,21,18,17,0,0,0,25977.1,20942.59435483871,4163.917741935484,4445.108196721311,3891.653968253968,209.49516129032253,1,710228,,
7110,980121,12,2605,1,36,monthly issuance,960407,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,36,no card,,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,36.0,Liberec,north Bohemia,159617.0,29.0,19.0,8.0,1.0,9.0,85.2,9198.0,3.33,4.28,131.0,5796,6132.0,51,80,30,63,0,0,17,21,17,17,0,0,0,13932.4,25084.423664122132,3881.654198473282,5121.85294117647,3091.0274999999997,106.35343511450372,1,680321,0.0,640929.0
7139,980122,12,1951,1,72,monthly issuance,960529,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72,classic,970619.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72.0,Olomouc,north Moravia,226122.0,32.0,50.0,7.0,4.0,4.0,62.6,8994.0,3.80,4.79,110.0,9672,9208.0,40,89,21,64,9,0,16,19,16,15,0,0,0,52566.3,54304.50852713178,7822.4224806201555,13270.7375,5373.741573033708,407.49224806201596,1,550826,0.0,570927.0
6791,980123,60,9444,1,1,monthly issuance,970321,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,32,45,14,22,0,0,23,18,6,5,0,0,0,29900.3,36640.322077922065,5104.6792207792205,6608.759375000001,4035.1111111111113,388.31558441558457,0,720206,1.0,671219.0
5360,980125,36,4898,1,53,monthly issuance,960510,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53,no card,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53.0,Blansko,south Moravia,107911.0,88.0,33.0,6.0,2.0,7.0,50.9,8240.0,2.53,3.56,99.0,1850,1903.0,41,130,2,66,0,20,64,19,16,15,0,0,0,36423.3,47164.91871345029,7444.476023391812,15968.643902439022,4756.084615384615,213.00233918128635,1,430614,0.0,420105.0
5287,980126,24,2676,1,6,weekly issuance,961112,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,6,no card,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,6.0,Kutna Hora,central Bohemia,77963.0,60.0,23.0,4.0,2.0,4.0,51.5,8546.0,2.95,4.02,126.0,2640,3120.0,25,22,11,18,0,0,4,14,4,4,0,0,0,23652.7,45735.83829787234,8091.161702127659,8078.744000000001,8105.272727272727,503.2468085106381,1,371213,0.0,420813.0
6553,980126,12,3532,1,40,monthly issuance,961008,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,no card,,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,,,,,,,,,,,,,,,,,44,88,29,62,0,0,26,15,13,13,0,0,0,23454.4,48865.98409090909,8414.379545454547,12888.097727272729,6177.520454545455,177.68560606060606,0,411207,,
7072,980127,12,1842,1,34,monthly issuance,970113,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,34,no card,,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,,,,,,,,,,,,,,,,,25,48,14,32,0,0,16,11,8,7,0,0,0,39312.2,44135.94383561645,4537.708219178082,7411.3,3041.045833333333,538.5246575342467,0,650410,,
6044,980127,12,4755,1,68,weekly issuance,961208,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68,no card,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,,,,,,,,,,,,,,,,,30,56,17,35,0,0,21,13,7,7,0,0,0,76442.4,46000.645348837206,9409.703488372093,14761.283333333331,6542.785714285715,888.8662790697673,1,430309,,
5332,980129,36,1054,1,1,monthly issuance,960614,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,classic,970828.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,38,69,20,62,7,0,0,18,0,14,0,0,0,72915.1,61295.9691588785,8860.97289719626,13434.728947368421,6342.092753623188,681.4514018691585,0,660410,,
6866,980205,24,5103,1,69,monthly issuance,961028,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,69,no card,,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,,,,,,,,,,,,,,,,,47,65,2,54,0,15,11,30,11,11,0,0,0,27731.4,48395.940178571436,12554.058035714286,15254.487234042552,10601.44,248.8151785714284,0,610131,,
6633,980205,24,6694,1,10,monthly issuance,960425,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,10,no card,,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,,,,,,,,,,,,,,,,,57,89,36,89,0,0,0,21,0,19,0,0,0,95643.0,52422.49109589042,12154.313013698631,16405.022807017544,9431.948314606741,655.0883561643838,0,701210,,
6926,980207,60,6246,1,73,monthly issuance,961103,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,73,no card,,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,73.0,Opava,north Moravia,182027.0,17.0,49.0,12.0,2.0,7.0,56.4,8746.0,3.33,3.74,90.0,4355,4433.0,32,80,2,49,0,15,31,15,11,11,0,0,0,45938.9,56102.474107142865,10749.780357142858,19529.68125,7237.82,410.03749999999997,1,510612,0.0,540824.0
6442,980208,48,4045,1,57,monthly issuance,960906,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,57,no card,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,,,,,,,,,,,,,,,,,41,92,25,42,0,0,50,16,12,12,0,0,0,29713.9,28548.365413533833,3355.9578947368423,5805.565853658537,2264.284782608696,223.41353383458647,0,450510,,
5889,980209,60,5354,1,14,monthly issuance,960903,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,14,no card,,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,,,,,,,,,,,,,,,,,55,81,38,81,0,0,0,17,0,15,0,0,0,37092.9,76826.46397058823,13228.341176470589,16692.116363636364,10876.395061728395,272.6352941176472,1,700123,,
5765,980210,24,6414,1,44,monthly issuance,971018,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,44,no card,,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,,,,,,,,,,,,,,,,,8,3,1,3,0,4,0,3,0,0,0,0,0,100675.4,58031.62727272727,22625.03636363636,21846.925,24700.0,9152.30909090909,1,490828,,
5124,980212,36,4336,1,21,weekly issuance,970809,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,21,no card,,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,,,,,,,,,,,,,,,,,14,19,2,17,0,6,2,6,2,2,0,0,0,28471.9,51641.833333333336,9528.360606060607,12246.707142857145,7525.368421052632,862.7848484848488,1,520803,,
5491,980213,48,8933,1,1,monthly issuance,961204,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,39,71,25,38,0,0,33,14,11,10,0,0,0,8707.1,22133.73545454546,3808.9199999999996,5483.184615384616,2889.253521126761,79.15636363636374,1,360414,0.0,371023.0
6730,980215,12,7753,1,54,monthly issuance,961125,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,no card,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,,,,,,,,,,,,,,,,,45,59,2,59,0,15,0,28,0,10,0,0,0,57467.8,53890.64326923077,14395.114423076922,17272.886666666665,12200.203389830509,552.5759615384615,0,800912,,
7151,980218,24,5575,1,12,monthly issuance,970109,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,12,no card,,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,,,,,,,,,,,,,,,,,33,60,20,42,0,0,18,13,9,9,0,0,0,36126.5,45733.43548387097,9527.584946236559,13972.60606060606,7082.823333333333,388.45806451612896,1,410312,,
5140,980224,60,2975,1,73,monthly issuance,970426,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,73,no card,,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,,,,,,,,,,,,,,,,,25,39,16,23,0,0,16,9,6,5,0,0,0,19397.6,21491.790624999998,2712.9625,3860.5440000000003,1977.3333333333333,303.0875,0,710826,,
7171,980224,48,4088,1,76,monthly issuance,970909,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,76,no card,,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,,,,,,,,,,,,,,,,,12,11,1,10,0,6,1,5,1,1,0,0,0,80679.6,72465.66956521742,23166.12608695652,25562.524999999998,20551.872727272726,3507.8130434782615,1,500316,,
6568,980225,60,3674,1,50,weekly issuance,960525,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,no card,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,,,,,,,,,,,,,,,,,34,41,16,35,0,0,6,18,6,6,0,0,0,31401.9,38280.102666666666,7381.598666666667,8603.261764705883,6368.512195121952,418.69200000000023,0,551102,,
6861,980228,60,3584,1,28,monthly issuance,970121,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,28,no card,,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,,,,,,,,,,,,,,,,,38,44,1,44,0,13,0,24,0,8,0,0,0,38003.2,37189.77195121952,6970.063414634145,8020.37894736842,6062.972727272729,463.458536585366,0,601020,,
6855,980301,36,1451,1,9,monthly issuance,961212,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,9,no card,,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,9.0,Nymburk,central Bohemia,81344.0,61.0,23.0,4.0,2.0,6.0,55.3,8899.0,3.39,3.97,149.0,2987,2487.0,51,50,23,40,0,0,10,28,10,10,0,0,0,37291.3,33782.06138613862,2807.974257425742,3147.4392156862746,2461.72,370.62772277227725,1,380925,0.0,360826.0
7129,980301,60,3238,1,1,monthly issuance,961230,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,29,84,15,45,0,0,39,14,10,10,0,0,0,30653.4,48180.37787610619,6314.964601769911,12831.551724137931,4065.1904761904757,271.1415929203539,1,690812,,
5384,980307,12,1944,1,42,monthly issuance,970901,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,42,no card,,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,42.0,Havlickuv Brod,east Bohemia,95907.0,87.0,25.0,5.0,2.0,7.0,59.1,8388.0,2.41,2.94,87.0,1658,1668.0,14,13,8,11,0,0,2,6,2,2,0,0,0,27807.9,40311.637037037035,7965.125925925926,8673.8,7201.938461538462,1029.9259259259259,0,641019,1.0,600227.0
6859,980307,60,4537,1,56,monthly issuance,970402,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,56,no card,,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,,,,,,,,,,,,,,,,,38,42,18,26,0,0,16,20,5,6,0,0,0,37464.6,39041.91875,7196.52375,8068.244736842108,6407.823809523809,468.30874999999986,0,401127,,
5772,980308,60,5577,1,52,monthly issuance,970708,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,no card,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52.0,Usti nad Orlici,east Bohemia,139012.0,59.0,41.0,8.0,3.0,10.0,61.9,8363.0,2.52,3.49,108.0,2564,2799.0,17,18,1,18,0,8,0,8,0,4,0,0,0,49944.1,64863.95428571428,15017.225714285712,16927.852941176472,13212.744444444445,1426.9742857142855,0,610509,1.0,550723.0
5665,980311,12,3386,1,12,weekly issuance,961222,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,12,no card,,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,,,,,,,,,,,,,,,,,31,87,2,46,0,15,41,14,10,10,0,0,0,48931.1,48478.59067796608,5188.519491525424,10664.13870967742,3237.4367816091954,414.67203389830513,0,450503,,
6495,980312,12,4087,1,11,monthly issuance,970928,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,11,no card,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,,,,,,,,,,,,,,,,,11,11,6,9,0,0,2,5,2,2,0,0,0,25180.7,49296.52272727271,16456.872727272726,17601.454545454544,15312.29090909091,1144.581818181819,0,530411,,
5061,980313,48,1756,1,29,monthly issuance,961222,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,29,no card,,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,,,,,,,,,,,,,,,,,33,52,19,42,0,0,10,14,10,10,0,0,0,41126.2,25727.382352941186,5942.5682352941185,8252.190909090908,4476.846153846153,465.0152941176471,0,570927,,
6948,980315,36,4363,1,1,monthly issuance,970713,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,14,7,6,7,0,0,0,8,0,0,0,0,0,38635.4,38742.92380952381,10315.961904761905,9116.8,12714.285714285714,1839.7714285714292,0,710912,,
5773,980316,24,5577,1,37,monthly issuance,960418,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,37,no card,,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,,,,,,,,,,,,,,,,,44,68,22,68,0,0,0,22,0,20,0,0,0,9985.9,42220.02946428572,9549.216964285715,12267.029545454547,7790.632352941177,89.16339285714278,0,600606,,
6052,980323,36,621,1,5,monthly issuance,970513,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,5,no card,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,,,,,,,,,,,,,,,,,24,30,14,23,0,0,7,10,7,6,0,0,0,17213.5,25150.975925925926,2960.05,3688.6708333333336,2377.1533333333336,318.76851851851865,1,400404,,
6682,980330,12,3017,1,50,monthly issuance,961207,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,50,no card,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,,,,,,,,,,,,,,,,,63,52,2,52,0,16,0,45,0,11,0,3,0,2830.7,31916.898260869573,5640.358260869565,5170.414285714286,6209.713461538461,24.617391304347827,1,380106,,
6083,980331,48,5011,1,47,monthly issuance,960916,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,47,no card,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,,,,,,,,,,,,,,,,,37,54,2,54,0,18,0,17,0,13,0,0,0,10421.7,41135.01098901099,12941.090109890112,16054.875675675676,10807.57037037037,114.5230769230765,1,560629,,
6962,980402,48,5814,1,1,weekly issuance,960730,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,40,46,27,46,0,0,0,13,0,8,0,0,0,21528.3,43095.511627906955,12324.537209302325,13517.605,11287.08695652174,249.97906976744198,1,690119,0.0,670623.0
5158,980411,36,5237,1,70,monthly issuance,960702,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,no card,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,,,,,,,,,,,,,,,,,61,87,42,87,0,0,0,19,0,16,0,0,0,22144.8,64193.40472972973,15490.919594594598,18973.77868852459,13048.914942528736,149.62770270270366,0,750901,,
6464,980416,24,2062,1,71,monthly issuance,970911,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,71,classic,980402.0,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,,,,,,,,,,,,,,,,,18,14,3,14,0,8,0,7,0,3,0,0,0,59456.1,50541.553125,9749.86875,10318.111111111111,9019.271428571428,1858.0062500000004,0,411112,,
5172,980416,36,1416,1,45,monthly issuance,961206,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,45,no card,,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,,,,,,,,,,,,,,,,,38,85,22,47,0,0,38,16,12,12,0,0,0,21313.1,28050.29918699187,3641.134146341463,6173.323684210526,2509.096470588235,173.2772357723578,1,791027,,
5582,980417,12,3438,1,19,monthly issuance,960604,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,gold,970106.0,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19.0,Prachatice,south Bohemia,51428.0,50.0,11.0,3.0,1.0,4.0,52.7,8402.0,3.13,3.98,120.0,999,1099.0,48,167,3,85,7,23,75,22,19,18,0,0,0,80066.5,63500.406976744176,11082.800930232559,25653.175,6894.908982035929,371.6399999999999,1,380803,0.0,401210.0
6136,980419,60,2348,1,15,monthly issuance,970811,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15,no card,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,,,,,,,,,,,,,,,,,18,25,10,21,0,0,4,8,4,4,0,0,0,13759.2,45160.51162790698,10815.493023255814,13300.71111111111,9026.136,319.9860465116281,1,571227,,
6235,980419,60,5356,1,24,monthly issuance,960828,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,24,no card,,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,,,,,,,,,,,,,,,,,43,97,4,81,0,20,16,19,16,15,0,0,0,51923.7,52905.40714285715,11343.968571428572,19070.688372093024,7918.721649484536,370.88285714285615,1,750124,,
6508,980419,48,2307,1,19,weekly issuance,970808,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,no card,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,,,,,,,,,,,,,,,,,23,32,6,19,0,9,13,8,4,4,0,0,0,34826.1,30696.238181818193,4766.714545454546,6451.404347826086,3555.84375,629.0054545454547,0,400130,,
